vege_id,vege_name,ObsTime,avg_price_per_kg,StnPres,Temperature,RH,WS,Precp,typhoon
7,小白菜,2022/1/6 00:00,18.79,1014.71,17.28,80.02,5.06,3.09,0
10,油菜,2022/1/6 00:00,19.64,1008.51,17.79,83.61,4.06,3.05,0
36,洋蔥,2022/1/6 00:00,23.58,1014.54,19.06,77.81,5.11,2.94,0
50,牛番茄,2022/1/6 00:00,20.55,996.92,17.78,81.88,3.72,1.1,0
27,玉米筍,2022/1/6 00:00,28.18,962.18,16.82,84.39,1.96,2.0,0
2,空心菜,2022/1/6 00:00,15.25,1012.0,17.17,80.87,4.77,3.47,0
31,紅蘿蔔,2022/1/6 00:00,10.51,1016.85,18.21,80.03,5.58,1.17,0
13,紅鳳菜,2022/1/6 00:00,29.08,1014.43,17.2,80.23,4.99,3.26,0
42,絲瓜,2022/1/6 00:00,27.15,1001.32,18.5,80.58,3.9,1.61,0
16,美生菜,2022/1/6 00:00,9.0,1017.3,18.0,78.1,5.7,1.5,0
37,芋頭,2022/1/6 00:00,31.5,999.45,17.74,83.44,3.28,6.32,0
6,芥藍,2022/1/6 00:00,36.26,1016.7,17.83,78.55,5.55,1.87,0
52,花椰菜,2022/1/6 00:00,24.75,1011.83,18.17,81.56,6.06,1.77,0
29,芹菜,2022/1/6 00:00,22.37,1017.32,17.98,78.87,6.04,1.66,0
46,苦瓜,2022/1/6 00:00,41.72,1007.61,19.51,78.87,4.05,4.0,0
41,茄子,2022/1/6 00:00,31.88,995.67,19.45,78.78,3.79,4.56,0
4,莧菜,2022/1/6 00:00,30.13,1012.52,16.66,81.65,4.52,4.43,0
39,蓮藕,2022/1/6 00:00,34.45,1012.9,17.44,81.76,4.01,2.37,0
34,薑,2022/1/6 00:00,47.25,971.67,16.83,87.59,1.44,2.9,0
8,青江菜,2022/1/6 00:00,21.86,1014.71,17.28,80.02,5.06,3.09,0
51,青花菜,2022/1/6 00:00,33.64,1017.21,18.07,78.6,5.49,1.21,0
33,馬鈴薯,2022/1/6 00:00,29.6,1009.24,17.67,81.24,4.28,2.34,0
3,高麗菜,2022/1/6 00:00,9.19,1000.33,17.07,83.99,3.56,3.8,0
45,冬瓜,2022/1/7 00:00,11.57,1010.81,17.39,85.65,2.52,2.76,0
43,南瓜,2022/1/7 00:00,9.44,1014.37,17.37,82.55,3.5,1.9,0
32,地瓜,2022/1/7 00:00,17.18,1019.13,16.63,79.45,5.21,2.27,0
14,地瓜葉,2022/1/7 00:00,17.92,1016.18,16.04,77.81,4.61,2.25,0
9,大白菜,2022/1/7 00:00,10.19,1019.86,16.31,80.67,4.91,2.73,0
47,大黃瓜,2022/1/7 00:00,16.68,1000.69,18.06,79.32,3.75,2.44,0
7,小白菜,2022/1/7 00:00,16.26,1016.49,16.08,77.82,4.65,2.26,0
10,油菜,2022/1/7 00:00,17.28,1010.43,16.59,83.64,3.63,2.74,0
36,洋蔥,2022/1/7 00:00,22.65,1016.49,18.01,76.89,4.63,1.45,0
50,牛番茄,2022/1/7 00:00,20.21,998.89,16.46,84.3,3.4,2.79,0
27,玉米筍,2022/1/7 00:00,26.51,964.01,15.65,89.35,1.92,6.37,0
2,空心菜,2022/1/7 00:00,14.25,1013.8,15.99,79.03,4.41,2.38,0
31,紅蘿蔔,2022/1/7 00:00,10.81,1018.9,16.72,80.61,5.07,2.01,0
13,紅鳳菜,2022/1/7 00:00,31.15,1016.18,16.04,77.81,4.61,2.25,0
42,絲瓜,2022/1/7 00:00,28.44,1003.26,17.3,82.36,3.62,2.15,0
16,美生菜,2022/1/7 00:00,8.79,1019.3,16.5,77.9,5.1,2.4,0
37,芋頭,2022/1/7 00:00,36.77,1001.47,16.85,83.27,3.04,2.16,0
6,芥藍,2022/1/7 00:00,37.5,1018.65,16.4,77.88,5.0,2.37,0
52,花椰菜,2022/1/7 00:00,24.25,1013.96,17.11,80.08,5.35,2.44,0
29,芹菜,2022/1/7 00:00,14.47,1019.37,16.55,78.26,5.37,2.54,0
46,苦瓜,2022/1/7 00:00,42.37,1009.52,18.8,77.9,3.75,0.91,0
41,茄子,2022/1/7 00:00,25.84,997.52,18.84,78.26,3.51,2.36,0
4,莧菜,2022/1/7 00:00,31.28,1014.1,15.73,77.75,4.28,2.14,0
39,蓮藕,2022/1/7 00:00,23.99,1014.73,16.1,82.28,3.75,1.18,0
34,薑,2022/1/7 00:00,46.32,973.41,15.81,90.11,1.32,5.36,0
8,青江菜,2022/1/7 00:00,20.76,1016.49,16.08,77.82,4.65,2.26,0
51,青花菜,2022/1/7 00:00,32.8,1019.22,16.54,79.2,4.92,2.05,0
33,馬鈴薯,2022/1/7 00:00,29.65,1011.27,16.2,83.09,3.92,2.07,0
3,高麗菜,2022/1/7 00:00,9.01,1002.25,15.56,87.09,3.02,3.87,0
45,冬瓜,2022/1/8 00:00,10.67,1009.07,17.51,83.95,2.3,0.96,0
43,南瓜,2022/1/8 00:00,10.13,1012.7,17.75,79.24,2.99,0.48,0
32,地瓜,2022/1/8 00:00,19.79,1017.36,17.22,75.47,4.51,0.14,0
14,地瓜葉,2022/1/8 00:00,21.52,1014.19,16.64,73.72,4.12,0.07,0
9,大白菜,2022/1/8 00:00,11.92,1017.97,16.81,77.41,4.42,0.34,0
47,大黃瓜,2022/1/8 00:00,19.13,999.19,18.42,76.92,3.43,0.31,0
7,小白菜,2022/1/8 00:00,18.91,1014.52,16.7,73.71,4.15,0.07,0
10,油菜,2022/1/8 00:00,18.09,1008.66,16.96,80.95,3.06,0.51,0
36,洋蔥,2022/1/8 00:00,22.95,1014.91,18.5,73.92,4.12,0.07,0
50,牛番茄,2022/1/8 00:00,20.51,997.22,16.99,79.77,2.82,0.4,0
27,玉米筍,2022/1/8 00:00,25.28,962.4,16.0,84.77,1.66,1.12,0
2,空心菜,2022/1/8 00:00,26.37,1011.85,16.6,75.04,3.88,0.11,0
31,紅蘿蔔,2022/1/8 00:00,11.02,1017.17,17.28,76.58,4.32,0.16,0
13,紅鳳菜,2022/1/8 00:00,33.9,1014.19,16.64,73.72,4.12,0.07,0
42,絲瓜,2022/1/8 00:00,29.53,1001.69,17.79,78.38,3.06,0.29,0
16,美生菜,2022/1/8 00:00,11.6,1017.5,17.2,73.6,4.4,0.1,0
37,芋頭,2022/1/8 00:00,35.13,999.81,17.27,81.16,2.45,0.38,0
6,芥藍,2022/1/8 00:00,42.7,1016.81,17.08,73.63,4.34,0.09,0
52,花椰菜,2022/1/8 00:00,25.66,1012.23,17.43,77.77,4.91,0.16,0
29,芹菜,2022/1/8 00:00,23.4,1017.57,17.15,74.37,4.72,0.12,0
46,苦瓜,2022/1/8 00:00,43.28,1008.08,19.16,75.93,3.37,0.08,0
41,茄子,2022/1/8 00:00,27.18,996.15,19.1,76.5,3.29,0.37,0
4,莧菜,2022/1/8 00:00,32.67,1011.99,16.27,73.81,3.94,0.05,0
39,蓮藕,2022/1/8 00:00,38.52,1012.86,16.71,76.93,3.07,0.13,0
34,薑,2022/1/8 00:00,45.1,971.72,15.96,87.84,1.0,1.13,0
8,青江菜,2022/1/8 00:00,22.34,1014.52,16.7,73.71,4.15,0.07,0
51,青花菜,2022/1/8 00:00,33.06,1017.45,17.23,74.3,4.18,0.08,0
33,馬鈴薯,2022/1/8 00:00,28.23,1009.5,16.91,77.96,3.11,0.17,0
3,高麗菜,2022/1/8 00:00,10.04,1000.34,16.03,83.44,2.63,0.79,0
45,冬瓜,2022/1/9 00:00,9.5,1006.54,18.08,82.25,2.02,0.15,0
43,南瓜,2022/1/9 00:00,10.5,1010.57,18.09,79.47,2.71,0.08,0
32,地瓜,2022/1/9 00:00,17.72,1015.62,17.69,77.6,3.89,0.0,0
14,地瓜葉,2022/1/9 00:00,21.37,1012.28,17.33,76.12,3.3,0.0,0
9,大白菜,2022/1/9 00:00,11.39,1015.99,17.55,78.36,3.7,0.0,0
47,大黃瓜,2022/1/9 00:00,18.65,997.38,18.41,76.39,2.56,0.0,0
7,小白菜,2022/1/9 00:00,16.12,1012.63,17.37,76.11,3.34,0.0,0
10,油菜,2022/1/9 00:00,17.31,1006.58,17.5,81.6,2.73,0.06,0
36,洋蔥,2022/1/9 00:00,23.87,1013.12,18.72,74.98,3.18,0.0,0
50,牛番茄,2022/1/9 00:00,21.67,995.44,17.07,80.2,2.67,0.0,0
27,玉米筍,2022/1/9 00:00,23.01,960.58,15.79,82.96,1.44,0.0,0
2,空心菜,2022/1/9 00:00,31.97,1009.97,17.25,77.25,3.15,0.0,0
31,紅蘿蔔,2022/1/9 00:00,10.56,1015.41,17.71,78.53,3.85,0.0,0
13,紅鳳菜,2022/1/9 00:00,30.73,1012.28,17.33,76.12,3.3,0.0,0
42,絲瓜,2022/1/9 00:00,31.22,999.9,17.81,78.65,2.7,0.0,0
16,美生菜,2022/1/9 00:00,10.23,1015.8,17.7,76.0,3.7,0.0,0
37,芋頭,2022/1/9 00:00,23.75,998.0,17.65,81.45,1.91,0.0,0
6,芥藍,2022/1/9 00:00,42.24,1015.06,17.62,76.03,3.62,0.0,0
52,花椰菜,2022/1/9 00:00,26.61,1010.43,17.79,78.81,4.14,0.0,0
29,芹菜,2022/1/9 00:00,28.37,1015.85,17.68,76.68,3.95,0.0,0
46,苦瓜,2022/1/9 00:00,36.41,1006.24,19.14,75.68,2.47,0.0,0
41,茄子,2022/1/9 00:00,24.3,994.31,18.96,75.25,2.15,0.0,0
4,莧菜,2022/1/9 00:00,31.93,1009.93,17.08,76.21,3.03,0.0,0
39,蓮藕,2022/1/9 00:00,34.07,1010.9,17.17,79.22,2.85,0.0,0
34,薑,2022/1/9 00:00,44.49,969.5,16.14,85.81,1.03,0.05,0
8,青江菜,2022/1/9 00:00,18.64,1012.63,17.37,76.11,3.34,0.0,0
51,青花菜,2022/1/9 00:00,37.66,1015.72,17.64,76.81,3.63,0.0,0
33,馬鈴薯,2022/1/9 00:00,29.86,1007.77,17.23,80.1,2.89,0.0,0
3,高麗菜,2022/1/9 00:00,10.0,998.17,16.7,82.23,2.37,0.0,0
45,冬瓜,2022/1/10 00:00,15.5,1005.53,18.32,84.08,2.04,0.34,0
43,南瓜,2022/1/10 00:00,9.6,1009.72,18.27,81.67,2.67,0.08,0
32,地瓜,2022/1/10 00:00,18.75,1014.84,17.94,80.53,3.79,0.0,0
9,大白菜,2022/1/10 00:00,7.43,1015.11,17.8,82.32,3.57,0.51,0
47,大黃瓜,2022/1/10 00:00,19.3,996.65,18.33,78.35,2.5,0.0,0
7,小白菜,2022/1/10 00:00,16.2,1011.72,17.61,79.38,3.28,0.11,0
10,油菜,2022/1/10 00:00,17.9,1005.66,17.81,83.05,2.71,0.15,0
